Collection,Category,Material,Product Name,Product SKU(s),Seating Type,Height,Width,Depth,Length,Seat Height,Arm Height,Weight,Description,Product Image URL,Product URL
Mode Fire Pits,Fire Tables,Aluminum,"32"" x 52"" Lounge Fire Table",133252TT,,,,,,,,0,"Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3805/images/133252TT_89XNC-JLP.jpg,https://www.homecrest.com/Table-Tops/mode-fire-pits/32x52-inch-rectangular-lounge-fire-table
Mode Fire Pits,Fire Tables,Aluminum,"36"" x 60"" Lounge Fire Pit",133660TT,,,,,,,,0,"Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3806/images/133660TT_89XNC-JLP.jpg,https://www.homecrest.com/Table-Tops/mode-fire-pits/36x60-inch-rectangular-lounge-fire-table
Shadow Rock Fire Tables,Fire Tables,Natural Series,"42"" Lounge Fire Table",42SQSHTT,,,,,,,,0,"The distinct texture and natural colors of Homecrest’s Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3815/images/42SQSHTT_89SNC-JLP.jpg,https://www.homecrest.com/Table-Tops/shadow-rock-fire-tables/42-inch-square-lounge-fire-table
Shadow Rock Fire Tables,Fire Tables,Natural Series,"32"" x 52"" Lounge Fire Table",893252XSHTT,,,,,,,,0,"The distinct texture and natural colors of Homecrest’s Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3816/images/893252XSHTT_89XNC-JLP.jpg,https://www.homecrest.com/Table-Tops/shadow-rock-fire-tables/32x52-inch-rectangular-lounge-fire-table
Shadow Rock Fire Tables,Fire Tables,Natural Series,"36"" x 60"" Lounge Fire Pit",893660XSHTT,,,,,,,,0,"The distinct texture and natural colors of Homecrest’s Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3817/images/893660XSHTT_89XNC-JLP.jpg,https://www.homecrest.com/Table-Tops/shadow-rock-fire-tables/36x60-inch-rectangular-lounge-fire-table
Shadow Rock Fire Tables,Fire Tables,Natural Series,"48"" Lounge Fire Table",48RSHFPTT,,,,,,,,0,"The distinct texture and natural colors of Homecrest’s Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3819/images/48RSHFPTT_89RNC-JLP.jpg,https://www.homecrest.com/Table-Tops/shadow-rock-fire-tables/48-inch-round-lounge-fire-table
Shadow Rock Fire Tables,Fire Tables,Natural Series,"42"" Balcony Fire Table",42RSHFPTT,,,,,,,,0,"The distinct texture and natural colors of Homecrest’s Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3822/images/42RSHFPTT_89RBC-JLP.jpg,https://www.homecrest.com/Table-Tops/shadow-rock-fire-tables/42-inch-round-balcony-fire-table
Shadow Rock Fire Tables,Fire Tables,Natural Series,"48"" Balcony Fire Table",48RSHFPTT,,,,,,,,0,"The distinct texture and natural colors of Homecrest’s Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3823/images/48RSHFPTT_89RBC-JLP.jpg,https://www.homecrest.com/Table-Tops/shadow-rock-fire-tables/48-inch-round-balcony-fire-table
Slate Fire Tables,Fire Tables,Natural Series,"42"" Lounge Fire Table",42SQSLTT,,,,,,,,0,"Rustic yet elegant, Homecrest’s handcrafted Slate fire tables are a refreshing addition to any outdoor space. Featuring authentic patterns and subtle textures, these smooth-surface fire tables are cast from natural slate and are available in a variety of colors. Our Slate fire tables are as beautiful as they are durable. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3824/images/42SQSLTT_89SNC-JL.jpg,https://www.homecrest.com/Table-Tops/slate-fire-tables/42-inch-square-lounge-fire-table
Slate Fire Tables,Fire Tables,Natural Series,"32"" x 52"" Lounge Fire Table",893252XSLTT,,,,,,,,0,"Rustic yet elegant, Homecrest’s handcrafted Slate fire tables are a refreshing addition to any outdoor space. Featuring authentic patterns and subtle textures, these smooth-surface fire tables are cast from natural slate and are available in a variety of colors. Our Slate fire tables are as beautiful as they are durable. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3825/images/893252XSLTT_89XNC-JLP.jpg,https://www.homecrest.com/Table-Tops/slate-fire-tables/32x52-inch-rectangular-lounge-fire-table
Slate Fire Tables,Fire Tables,Natural Series,"36"" x 60"" Lounge Fire Pit",893660XSLTT,,,,,,,,0,"Rustic yet elegant, Homecrest’s handcrafted Slate fire tables are a refreshing addition to any outdoor space. Featuring authentic patterns and subtle textures, these smooth-surface fire tables are cast from natural slate and are available in a variety of colors. Our Slate fire tables are as beautiful as they are durable. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3826/images/893660XSLTT_89XNC-JLP.jpg,https://www.homecrest.com/Table-Tops/slate-fire-tables/36x60-inch-rectangular-lounge-fire-table
Slate Fire Tables,Fire Tables,Natural Series,"48"" Lounge Fire Table",48RSLFPTT,,,,,,,,0,"Rustic yet elegant, Homecrest’s handcrafted Slate fire tables are a refreshing addition to any outdoor space. Featuring authentic patterns and subtle textures, these smooth-surface fire tables are cast from natural slate and are available in a variety of colors. Our Slate fire tables are as beautiful as they are durable. Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",https://www.homecrest.com/data/products/3828/images/48RSLFPTT_89RNC-JLP.jpg,https://www.homecrest.com/Table-Tops/slate-fire-tables/48-inch-round-lounge-fire-table
